,yield,reactant_smiles,solvent_smiles,base_smiles,product_smiles,id,temperature,metal_amount,amine_amount,halide_amount,base_amount,ligand_amount,reaction_volume,solvent_1,solvent_2,amine_molecular_weight,amine_molecular_volume,amine_surface_area,amine_ovality,amine_hardness,amine_dipole_moment,amine_electronegativity,amine_E_HOMO,amine_E_LOMO,amine_.N1_electrostatic_charge,amine_.N1_NMR_shift,amine_.C1_electrostatic_charge,amine_.C1_NMR_shift,halide_molecular_weight,halide_molecular_volume,halide_surface_area,halide_ovality,halide_hardness,halide_dipole_moment,halide_electronegativity,halide_E_HOMO,halide_E_LOMO,halide_V0_frequency,halide_V0_intensity,halide_V1_frequency,halide_V1_intensity,halide_V2_frequency,halide_V2_intensity,halide_.C1_electrostatic_charge,halide_.C1_NMR_shift,halide_.C2_electrostatic_charge,halide_.C2_NMR_shift,ligand_molecular_weight,ligand_hardness,ligand_dipole_moment,ligand_electronegativity,ligand_E_HOMO,ligand_E_LOMO,ligand_.P1_electrostatic_charge,ligand_.P1_NMR_shift
105,35.73,C[C@@H]1CN(CCN1)C(=O)OC(C)(C)C.C1=CC=C(C=C1)COC2=CC=C(C=C2)Br.CC(C)(C)P(C(C)(C)C)C(C)(C)C,C1CCOC1,CC(C)(C)[O-].[K+],C[C@@H]1CN(CCN1C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)OC(C)(C)C,144,150.0,3e-05,0.0003,0.0006,0.00033,0.00033,0.002,7.58,1.28,200.28,238.01063,481.61716,0.56358,0.28273,2.4568,0.07162,-0.35435,0.2111,-0.99082,181.3345,0.35251,34.3477,263.13,234.7808,544.177,0.64261,0.21894,2.9035,0.09723,-0.31617,0.12171,131.5148,1.7049,870.5009,5.599,1056.4136,67.762,0.00315,114.4842,-0.04291,115.1113,202.32,0.11009,1.06,0.06294,-0.17302,0.04715,0.34994,314.0329
106,0.0,C[C@@H]1CN(CCN1)C(=O)OC(C)(C)C.C1=CC=C(C=C1)COC2=CC=C(C=C2)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],C[C@@H]1CN(CCN1C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)OC(C)(C)C,145,150.0,3e-05,0.0003,0.00036,0.00045,2e-05,0.002,2.38,-0.36,200.28,238.01063,481.61716,0.56358,0.28273,2.4568,0.07162,-0.35435,0.2111,-0.99082,181.3345,0.35251,34.3477,263.13,234.7808,544.177,0.64261,0.21894,2.9035,0.09723,-0.31617,0.12171,131.5148,1.7049,870.5009,5.599,1056.4136,67.762,0.00315,114.4842,-0.04291,115.1113,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
107,31.55,C[C@@H]1CN(CCN1)C(=O)OC(C)(C)C.C1=CC=C(C=C1)COC2=CC=C(C=C2)Br.CC(C)(C)P(C(C)(C)C)C(C)(C)C,C1CCOC1,CC(C)(C)[O-].[K+],C[C@@H]1CN(CCN1C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)OC(C)(C)C,147,75.0,0.00015,0.0015,0.003,0.00165,0.00015,0.01,7.58,1.28,200.28,238.01063,481.61716,0.56358,0.28273,2.4568,0.07162,-0.35435,0.2111,-0.99082,181.3345,0.35251,34.3477,263.13,234.7808,544.177,0.64261,0.21894,2.9035,0.09723,-0.31617,0.12171,131.5148,1.7049,870.5009,5.599,1056.4136,67.762,0.00315,114.4842,-0.04291,115.1113,202.32,0.11009,1.06,0.06294,-0.17302,0.04715,0.34994,314.0329
108,0.0,C[C@@H]1CN(CCN1)C(=O)OC(C)(C)C.C1=CC=C(C=C1)COC2=CC=C(C=C2)Br.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],C[C@@H]1CN(CCN1C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)OC(C)(C)C,148,150.0,3e-05,0.00036,0.0003,0.00105,6e-05,0.002,2.38,-0.36,200.28,238.01063,481.61716,0.56358,0.28273,2.4568,0.07162,-0.35435,0.2111,-0.99082,181.3345,0.35251,34.3477,263.13,234.7808,544.177,0.64261,0.21894,2.9035,0.09723,-0.31617,0.12171,131.5148,1.7049,870.5009,5.599,1056.4136,67.762,0.00315,114.4842,-0.04291,115.1113,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
109,49.37,C1CCNCC1.C1=CC(=C(C=C1Br)F)C#N.CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],C1CCN(CC1)C2=CC(=C(C=C2)C#N)F,149,160.0,3e-05,0.0006,0.0006,0.0006,3e-05,0.004,2.38,-0.36,85.15,140.97808,211.77042,0.35136,0.28876,0.8584,0.06736,-0.35612,0.2214,-1.00814,169.8647,0.42653,35.168,200.01,154.726,354.56143,0.55288,0.21083,3.7888,0.1554,-0.36623,0.05543,896.2671,70.8514,211.0166,0.1438,1614.4676,43.987,-0.08441,130.5894,0.10146,112.3167,476.7,0.08791,1.327,0.10312,-0.19104,-0.01521,0.40745,312.877
110,50.96,C1=CN=CC=C1C2=CC3=CN=C(N=C3C(=C2)Cl)N.C[C@H](C1=CC=C(C=C1)Br)NC(=O)OC(C)(C)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],C[C@H](C1=CC=C(C=C1)NC2=NC=C3C=C(C=C(C3=N2)Cl)C4=CC=NC=C4)NC(=O)OC(C)(C)C,151,100.0,0.00013,0.012,0.0147,0.0171,0.00027,0.04,2.25,0.73,256.69,264.24942,631.37091,0.68906,0.17577,3.1503,0.12702,-0.30279,0.04874,-1.28221,206.606,1.43709,140.5687,300.19,379.21289,603.36523,0.51758,0.22614,1.3748,0.11037,-0.3365,0.11577,1792.1051,272.3398,767.5737,13.925,768.2878,13.9196,0.05946,123.0379,-0.06358,115.6415,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
111,48.49,CC1=C(C=CC(=N1)N2C=NC=N2)N.CC(C)OC(=O)N1CCC(CC1)OC2=C(C(=NC=N2)Cl)OC.CC(C)CN1CCN2CCN(P1N(CC2)CC(C)C)CC(C)C,C1COCCO1,CC(C)(C)[O-].[Na+],CC1=C(C=CC(=N1)N2C=NC=N2)NC3=C(C(=NC=N3)OC4CCN(CC4)C(=O)OC(C)C)OC,152,90.0,0.00028,0.0282,0.0282,0.00056,0.00056,0.136,2.25,0.73,175.19,211.24543,441.46729,0.55936,0.19798,6.5032,0.09329,-0.29128,0.10469,-1.08631,178.9769,0.29942,121.0593,329.78,422.82962,753.65131,0.60123,0.22638,3.3879,0.13551,-0.36189,0.09087,792.3979,10.3884,1606.5914,20.9759,615.4186,11.091,0.68736,145.6599,-0.15432,123.8067,342.5,0.09495,1.5479,0.03072,-0.12568,0.06423,0.78868,278.7664
112,0.0,CC(=O)N1CCN(CC1)C2=C(C=C(C(=C2)OC)N)OC.C1=CC2=NC=C(N2C=C1)C3=NC(=NC=C3Cl)Cl.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(=O)N1CCN(CC1)C2=C(C=C(C(=C2)OC)NC3=NC=C(C(=N3)C4=CN=C5N4C=CC=C5)Cl)OC,155,80.0,2e-05,0.0005,0.0005,4e-05,4e-05,0.004,2.25,0.73,279.33,378.04716,686.13556,0.58979,0.20369,4.2392,0.06004,-0.26374,0.14365,-1.03067,172.0732,0.45615,117.0962,265.09,228.22152,597.22021,0.7187,0.17373,4.88,0.12853,-0.30225,0.0452,334.0313,0.4426,1211.5846,259.975,837.119,74.9443,1.05491,152.5429,-0.51208,122.76,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
113,0.0,C1CCNC1.CC(=O)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)C4=CN=C5N4C=CC(=C5)Cl)Cl)OC.CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,COC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC(=O)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)C4=CN=C5N4C=CC(=C5)N6CCCC6)Cl)OC,156,105.0,1e-05,0.0003,0.0002,2e-05,2e-05,0.002,4.33,-0.07,71.12,126.27366,175.45657,0.31329,0.289,0.9537,0.06942,-0.35842,0.21958,-0.9183,174.8201,0.29493,35.8027,512.4,477.34972,1218.00867,0.89621,0.1649,3.237,0.10486,-0.26976,0.06005,1671.2418,14.3591,1307.9709,82.8554,466.3661,1.2296,0.2388,125.373,-0.23814,99.6025,476.7,0.08791,1.327,0.10312,-0.19104,-0.01521,0.40745,312.877
114,0.0,C1CCNC1.CC(=O)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)C4=CN=C5N4C=CC(=C5)Cl)Cl)OC.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,C1COCCO1,CC(C)(C)[O-].[Na+],CC(=O)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)C4=CN=C5N4C=CC(=C5)N6CCCC6)Cl)OC,157,95.0,0.0,0.00101,0.0002,0.00061,1e-05,0.0035,2.25,0.73,71.12,126.27366,175.45657,0.31329,0.289,0.9537,0.06942,-0.35842,0.21958,-0.9183,174.8201,0.29493,35.8027,512.4,477.34972,1218.00867,0.89621,0.1649,3.237,0.10486,-0.26976,0.06005,1671.2418,14.3591,1307.9709,82.8554,466.3661,1.2296,0.2388,125.373,-0.23814,99.6025,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
115,54.09,CC1=C(C=CC(=N1)S(=O)(=O)C)N.CC1=C(N=CN=C1Cl)OC2CCN(CC2)C(=O)OC(C)C.CC(C)CN1CCN2CCN(P1N(CC2)CC(C)C)CC(C)C,C1COCCO1,CC(C)(C)[O-].[Na+],CC1=C(N=CN=C1OC2CCN(CC2)C(=O)OC(C)C)NC3=C(N=C(C=C3)S(=O)(=O)C)C,158,90.0,0.00034,0.0318,0.0335,0.0803,0.00067,0.16,2.25,0.73,186.23,208.61176,413.35901,0.52814,0.21197,7.8679,0.1244,-0.33637,0.08758,-1.07609,187.1667,0.3106,126.2562,313.78,378.87247,724.59698,0.62194,0.22833,2.0885,0.13553,-0.36385,0.0928,1786.0858,395.5118,753.0215,17.3707,819.2976,11.2552,0.73232,152.5098,-0.53382,107.0532,342.5,0.09495,1.5479,0.03072,-0.12568,0.06423,0.78868,278.7664
116,0.0,C1COCCN1.C1=C(C=NC=C1Br)N.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],C1COCCN1C2=CN=CC(=C2)N,159,150.0,9e-05,0.00462,0.00093,0.00185,0.00011,0.005,2.25,0.73,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,-0.93646,164.1205,0.2525,33.5824,173.01,153.93557,284.96463,0.44588,0.21228,3.7,0.10674,-0.31902,0.10554,168.1941,1.009,892.7051,43.4954,200.8662,1.1471,-0.13242,122.8928,0.39308,121.5384,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
117,0.0,C1COCCN1.C1=C(C=NC=C1Br)N.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],C1COCCN1C2=CN=CC(=C2)N,160,150.0,9e-05,0.0462,0.00093,0.00185,0.00011,0.005,2.25,0.73,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,-0.93646,164.1205,0.2525,33.5824,173.01,153.93557,284.96463,0.44588,0.21228,3.7,0.10674,-0.31902,0.10554,168.1941,1.009,892.7051,43.4954,200.8662,1.1471,-0.13242,122.8928,0.39308,121.5384,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
118,0.0,CC1=CC(=NN1C(=O)OC(C)(C)C)N.CC(C1=C(C=C(C=N1)F)F)NC2=C(C(=NC(=N2)Cl)N3CCOCC3)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=CC(=NN1)NC2=NC(=C(C(=N2)N3CCOCC3)F)NC(C)C4=C(C=C(C=N4)F)F,162,110.0,3e-05,0.00064,0.00053,0.00107,5e-05,0.008,2.25,0.73,197.23,225.69246,475.48557,0.57647,0.22232,1.7626,0.09294,-0.31526,0.12938,-1.31982,166.806,1.12443,134.4163,373.76,347.48921,844.69006,0.76804,0.20354,4.409,0.12892,-0.33246,0.07462,1153.1043,37.1202,530.6444,10.6701,1158.3704,123.072,0.887,145.2179,0.88451,130.5564,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
119,0.0,C1CNCCN1.C1=CC(=CN=C1)Br.CC(C)(C)P(C(C)(C)C)C(C)(C)C,CC1=CC=C(C=C1)C,CC(C)(C)[O-].[Na+],C1CN(CCN1)C2=CN=CC=C2,163,130.0,0.00025,0.076,0.0127,0.019,0.00063,0.02,2.25,-0.28,86.14,121.80339,205.64534,0.37612,0.28721,0.0,0.06699,-0.3542,0.22023,-0.90982,166.8078,0.22247,34.4784,158.0,146.80837,254.77667,0.41144,0.22686,2.0315,0.12515,-0.35201,0.10172,247.8797,0.6663,468.108,0.0098,713.9177,13.8073,-0.20552,123.4621,0.13058,132.9809,202.32,0.11009,1.06,0.06294,-0.17302,0.04715,0.34994,314.0329
120,49.52,CN1CCC(CC1)CN.C1=CC(=CC(=C1)OC(F)(F)F)C2=CN=C3N2N=C(C=C3)Cl.CN(C)C1=CC=CC=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2,164,110.0,6e-05,0.00086,0.00057,0.00228,0.00017,0.00638,2.38,-0.36,128.22,208.26304,314.58929,0.40239,0.27931,1.5726,0.05937,-0.33868,0.21994,-1.13612,149.8264,0.40812,37.9405,-1.0,321.13417,750.17322,0.71893,0.12545,4.5051,0.1444,-0.26984,-0.01895,3312.6886,0.6713,1472.2788,2.2707,38.1858,0.8454,0.32201,111.9288,-0.48249,91.6396,393.5,0.08724,0.8236,0.09982,-0.18706,-0.01258,0.4118,322.2633
121,86.94,C1COCCN1.C1=CC=C(C=C1)COC2=NC(=CC=C2)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],C1COCCN1C2=NC(=CC=C2)OCC3=CC=CC=C3,166,120.0,0.0001,0.012,0.01,0.014,0.00015,0.03,2.38,-0.36,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,-0.93646,164.1205,0.2525,33.5824,264.12,251.546,538.03943,0.60681,0.21844,2.2329,0.11402,-0.33245,0.10442,1013.4641,142.5703,96.7977,3.5468,231.7124,0.0298,0.50714,141.1522,-0.43828,105.4061,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
122,47.97,CN1C(=CC=N1)N.CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)Cl.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,C1COCCO1,CC(C)(C)[O-].[Na+],CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)NC4=CC=NN4C,168,150.0,3e-05,0.00047,0.00031,0.00047,6e-05,0.002,2.25,0.73,97.12,123.7994,235.83527,0.42669,0.24457,4.0018,0.04738,-0.29195,0.19719,-1.2078,162.6351,0.69993,124.078,322.2,362.42278,741.32709,0.65541,0.18804,7.607,0.11563,-0.30367,0.0724,1715.9666,135.11,426.2349,22.794,700.0416,32.4152,0.72211,142.7174,-0.66491,96.446,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
123,43.76,CN1C(=CC=N1)N.CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)Cl.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,CC(C)(C)[O-].[Na+],CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)NC4=CC=NN4C,169,150.0,3e-05,0.00047,0.00031,0.00047,6e-05,0.002,2.25,0.73,97.12,123.7994,235.83527,0.42669,0.24457,4.0018,0.04738,-0.29195,0.19719,-1.2078,162.6351,0.69993,124.078,322.2,362.42278,741.32709,0.65541,0.18804,7.607,0.11563,-0.30367,0.0724,1715.9666,135.11,426.2349,22.794,700.0416,32.4152,0.72211,142.7174,-0.66491,96.446,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
124,26.93,CN1C(=CC=N1)N.CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)Cl.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,C1COCCO1,CC(C)(C)[O-].[Na+],CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)NC4=CC=NN4C,170,100.0,3e-05,0.00047,0.00031,0.00047,6e-05,0.002,2.25,0.73,97.12,123.7994,235.83527,0.42669,0.24457,4.0018,0.04738,-0.29195,0.19719,-1.2078,162.6351,0.69993,124.078,322.2,362.42278,741.32709,0.65541,0.18804,7.607,0.11563,-0.30367,0.0724,1715.9666,135.11,426.2349,22.794,700.0416,32.4152,0.72211,142.7174,-0.66491,96.446,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
125,30.3,CN1C(=CC=N1)N.CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)Cl.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,C1COCCO1,CC(C)(C)[O-].[Na+],CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)NC4=CC=NN4C,171,140.0,3e-05,0.00047,0.00031,0.00047,6e-05,0.002,2.25,0.73,97.12,123.7994,235.83527,0.42669,0.24457,4.0018,0.04738,-0.29195,0.19719,-1.2078,162.6351,0.69993,124.078,322.2,362.42278,741.32709,0.65541,0.18804,7.607,0.11563,-0.30367,0.0724,1715.9666,135.11,426.2349,22.794,700.0416,32.4152,0.72211,142.7174,-0.66491,96.446,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
126,69.85,CN1C(=CC=N1)N.CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)Cl.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)NC4=CC=NN4C,172,100.0,2e-05,0.00062,0.00031,0.00037,5e-05,0.002,2.25,0.73,97.12,123.7994,235.83527,0.42669,0.24457,4.0018,0.04738,-0.29195,0.19719,-1.2078,162.6351,0.69993,124.078,322.2,362.42278,741.32709,0.65541,0.18804,7.607,0.11563,-0.30367,0.0724,1715.9666,135.11,426.2349,22.794,700.0416,32.4152,0.72211,142.7174,-0.66491,96.446,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
127,79.79,CC(C)(C)OC(=O)NC.C1COCCN1C2=CC(=O)N3C=CC=C(C3=N2)C4=CC=CC5=C4SC6=C5C=C(C=C6)OS(=O)(=O)C(F)(F)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C)(C)OC(=O)N(C)C1=CC2=C(C=C1)SC3=C2C=CC=C3C4=CC=CN5C4=NC(=CC5=O)N6CCOCC6,173,110.0,4e-05,0.00356,0.00178,0.00712,9e-05,0.018,2.25,0.73,131.17,161.24875,306.15253,0.46443,0.30296,2.3561,0.08637,-0.38933,0.21659,-0.82195,200.2876,0.07813,14.9171,561.6,597.03255,1306.57666,0.82817,0.18227,3.692,0.12233,-0.30461,0.05994,1366.2172,181.5606,183.1873,1.6017,325.9531,0.3511,-0.15752,112.7886,-0.96529,67.2033,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
128,98.31,CC(C)(C)OC(=O)NC.C1COCCN1C2=CC(=O)N3C=CC=C(C3=N2)C4=CC=CC5=C4SC6=C5C=C(C=C6)OS(=O)(=O)C(F)(F)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C)(C)OC(=O)N(C)C1=CC2=C(C=C1)SC3=C2C=CC=C3C4=CC=CN5C4=NC(=CC5=O)N6CCOCC6,174,110.0,4e-05,0.00356,0.00178,0.00712,9e-05,0.018,2.25,0.73,131.17,161.24875,306.15253,0.46443,0.30296,2.3561,0.08637,-0.38933,0.21659,-0.82195,200.2876,0.07813,14.9171,561.6,597.03255,1306.57666,0.82817,0.18227,3.692,0.12233,-0.30461,0.05994,1366.2172,181.5606,183.1873,1.6017,325.9531,0.3511,-0.15752,112.7886,-0.96529,67.2033,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
129,89.31,CC(C)(C)OC(=O)NC.C1COCCN1C2=CC(=O)N3C=CC=C(C3=N2)C4=CC=CC5=C4SC6=C5C=C(C=C6)OS(=O)(=O)C(F)(F)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C)(C)OC(=O)N(C)C1=CC2=C(C=C1)SC3=C2C=CC=C3C4=CC=CN5C4=NC(=CC5=O)N6CCOCC6,175,110.0,0.00029,0.0232,0.0116,0.0463,0.00058,0.018,2.25,0.73,131.17,161.24875,306.15253,0.46443,0.30296,2.3561,0.08637,-0.38933,0.21659,-0.82195,200.2876,0.07813,14.9171,561.6,597.03255,1306.57666,0.82817,0.18227,3.692,0.12233,-0.30461,0.05994,1366.2172,181.5606,183.1873,1.6017,325.9531,0.3511,-0.15752,112.7886,-0.96529,67.2033,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
130,30.51,COC1=CC(=CC=C1)OC2CCNCC2.C1=CC2=NN=C(N2C=C1Br)C(F)(F)F.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=C(C=C1)C,CC(C)(C)[O-].[Na+],COC1=CC(=CC=C1)OC2CCN(CC2)C3=CN4C(=NN=C4C(F)(F)F)C=C3,176,100.0,2e-05,0.00045,0.00038,0.00132,3e-05,0.005,2.25,-0.28,243.73,325.63766,562.54004,0.53413,0.1057,4.2936,0.03767,-0.14337,0.06803,-1.10264,169.1676,0.70049,24.5728,266.02,166.3268,469.26669,0.69731,0.19742,4.3998,0.14822,-0.34564,0.04919,296.3249,3.4927,208.2192,3.4612,281.0223,0.6197,0.01027,116.8344,0.06153,116.6798,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
131,19.14,CN1C(=CC=N1)CCOC2=CC=C(C=C2)C3CCNCC3.C1=CC2=NN=C(N2C=C1Br)C(F)(F)F.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=C(C=C1)C,CC(C)(C)[O-].[Na+],CN1C(=CC=N1)CCOC2=CC=C(C=C2)C3CCN(CC3)C4=CN5C(=NN=C5C(F)(F)F)C=C4,177,110.0,1e-05,0.00024,0.00024,0.00049,2e-05,0.005,2.25,-0.28,285.4,346.12089,736.99695,0.67189,0.22014,3.3598,0.08728,-0.30743,0.13286,-1.06199,163.1971,0.46633,34.4306,266.02,166.3268,469.26669,0.69731,0.19742,4.3998,0.14822,-0.34564,0.04919,296.3249,3.4927,208.2192,3.4612,281.0223,0.6197,0.01027,116.8344,0.06153,116.6798,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
132,21.87,C1CNCCC1CO.C1=CC(=C(C=C1Cl)Cl)I.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],C1CN(CCC1CO)C2=C(C=C(C=C2)Cl)Cl,178,125.0,0.00043,0.0434,0.0434,0.0013,0.00521,0.05,2.38,-0.36,115.17,167.21355,277.11285,0.41032,0.28735,0.9329,0.06868,-0.35603,0.21867,-1.00763,170.1321,0.49854,34.666,272.89,215.90335,344.12598,0.42973,0.20903,1.305,0.1311,-0.34013,0.07793,180.2684,1.3549,860.3532,25.8869,552.0695,1.0238,0.07955,146.7196,-0.10743,131.0776,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
